"","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","ICD9.CODE.FRMT"
"3245","8866 ","191","Ot arterio       ","""CONTRAST PHLEBOGRAM-LEG""","88.66"
"3246","8867 ","191","Ot arterio       ","""CONTRAST PHLEBOGRAM NEC""","88.67"
"3247","8868 ","191","Ot arterio       ","""IMPEDANCE PHLEBOGRAM""","88.68"
"3248","0021 ","192","Dx US head       ","""IVUS EXTRACRAN CEREB VES (Begin 2004)""","00.21"
"3249","8871 ","192","Dx US head       ","""DX ULTRASOUND-HEAD/NECK""","88.71"
"3250","0024 ","193","Echocardiogr     ","""IVUS CORONARY VESSELS (Begin 2004)""","00.24"
"3251","8872 ","193","Echocardiogr     ","""DX ULTRASOUND-HEART""","88.72"
"3252","8874 ","194","Dx US GI         ","""DX ULTRASOUND-DIGESTIVE""","88.74"
"3253","0025 ","195","Dx US urin       ","""IVUS RENAL VESSELS (Begin 2004)""","00.25"
"3254","8875 ","195","Dx US urin       ","""DX ULTRASOUND-URINARY""","88.75"
"3255","8876 ","196","Dx US abd        ","""DX ULTRASOUND-ABDOMEN""","88.76"
"3256","0022 ","197","Ot Dx US         ","""IVUS INTRATHORACIC VES (Begin 2004)""","00.22"
"3257","0023 ","197","Ot Dx US         ","""IVUS PERIPHERAL VESSELS (Begin 2004)""","00.23"
"3258","0028 ","197","Ot Dx US         ","""INTRAVASCUL IMAGING NEC (Begin 2004)""","00.28"
"3259","0029 ","197","Ot Dx US         ","""INTRAVASCUL IMAGING NOS (Begin 2004)""","00.29"
"3260","8873 ","197","Ot Dx US         ","""DX ULTRASOUND-THORAX NEC""","88.73"
"3261","8877 ","197","Ot Dx US         ","""DX ULTRASOUND-VASCULAR""","88.77"
"3262","8878 ","197","Ot Dx US         ","""DX ULTRASOUND-GRAV UTER""","88.78"
"3263","8879 ","197","Ot Dx US         ","""DX ULTRASOUND NEC""","88.79"
"3264","0032 ","198","MRI              ","""CAS W MR/MRA (Begin 2004)""","00.32"
"3265","8891 ","198","MRI              ","""MRI OF BRAIN & BRAINSTEM (Begin 1986)""","88.91"
"3266","8892 ","198","MRI              ","""MRI CHEST & HEART (Begin 1986)""","88.92"
"3267","8893 ","198","MRI              ","""MRI SPINAL CANAL (Begin 1986)""","88.93"
"3268","8894 ","198","MRI              ","""MRI MUSCULOSKELETAL (Begin 1986)""","88.94"
"3269","8895 ","198","MRI              ","""MRI PELVIS;PROSTATE;BLAD (Begin 1986)""","88.95"
"3270","8896 ","198","MRI              ","""OTH INTRAOPERTVE MAGNC RESONANCE IMGING (Begin 2002)""","88.96"
"3271","8897 ","198","MRI              ","""MAGNETIC RES IMAGE UNSP (Begin 1989)""","88.97"
"3272","8899 ","198","MRI              ","""MRI OTH UNSPEC (Begin 1986 End 1989)""","88.99"
"3273","8914 ","199","EEG              ","""ELECTROENCEPHALOGRAM""","89.14"
"3274","8929 ","200","Nonop urin       ","""OTHER GU SYSTEM EXAMS""","89.29"
"3275","8941 ","201","Stress tests     ","""TREADMILL STRESS TEST""","89.41"
"3276","8942 ","201","Stress tests     ","""MASTERS  2-STEP TEST""","89.42"
"3277","8943 ","201","Stress tests     ","""BICYCLE ERGOMETER TEST""","89.43"
"3278","8944 ","201","Stress tests     ","""CARDIAC STRESS TEST NEC""","89.44"
"3279","8951 ","202","EKG              ","""RHYTHM ELECTROCARDIOGRAM""","89.51"
"3280","8952 ","202","EKG              ","""ELECTROCARDIOGRAM""","89.52"
"3281","8954 ","203","EKG monitor      ","""ELECTROCARDIOGRAPH MONIT""","89.54"
"3282","8964 ","204","Swan-Ganz        ","""PULMON ART WEDGE MONITOR""","89.64"
"3283","8960 ","205","ABG              ","""-CONT INTRA-ART BLD GAS MEASURE (Begin 2002)""","89.60"
"3284","8965 ","205","ABG              ","""ARTERIAL BLD GAS MEASURE""","89.65"
"3285","9001 ","206","Bacter smear     ","""BACT SMEAR-NERVOUS SYST""","90.01"
"3286","9002 ","206","Bacter smear     ","""CULTURE-NERVOUS SYST""","90.02"
"3287","9003 ","206","Bacter smear     ","""C & S-NERVOUS SYST""","90.03"
"3288","9004 ","206","Bacter smear     ","""PARASITOLOGY-NERV SYST""","90.04"
"3289","9005 ","206","Bacter smear     ","""TOXICOLOGY-NERVOUS SYST""","90.05"
"3290","9006 ","206","Bacter smear     ","""CELL BLK/PAP-NERVOUS SYS""","90.06"
"3291","9009 ","206","Bacter smear     ","""MICRO EXAM-NERVOUS NEC""","90.09"
"3292","9011 ","206","Bacter smear     ","""BACT SMEAR-ENDOCRINE""","90.11"
"3293","9012 ","206","Bacter smear     ","""CULTURE-ENDOCRINE""","90.12"
"3294","9013 ","206","Bacter smear     ","""C & S-ENDOCRINE""","90.13"
"3295","9014 ","206","Bacter smear     ","""PARASITOLOGY-ENDOCRINE""","90.14"
"3296","9015 ","206","Bacter smear     ","""TOXICOLOGY-ENDOCRINE""","90.15"
"3297","9016 ","206","Bacter smear     ","""CELL BLOCK/PAP-ENDOCRINE""","90.16"
"3298","9019 ","206","Bacter smear     ","""MICRO EXAM-ENDOCRINE NEC""","90.19"
"3299","9021 ","206","Bacter smear     ","""BACT SMEAR-EYE""","90.21"
"3300","9022 ","206","Bacter smear     ","""CULTURE-EYE""","90.22"
"3301","9023 ","206","Bacter smear     ","""C & S-EYE""","90.23"
"3302","9024 ","206","Bacter smear     ","""PARASITOLOGY-EYE""","90.24"
"3303","9025 ","206","Bacter smear     ","""TOXICOLOGY-EYE""","90.25"
"3304","9026 ","206","Bacter smear     ","""CELL BLOCK/PAP-EYE""","90.26"
"3305","9029 ","206","Bacter smear     ","""MICRO EXAM-EYE NEC""","90.29"
"3306","9031 ","206","Bacter smear     ","""BACT SMEAR-ENT/LARYNX""","90.31"
"3307","9032 ","206","Bacter smear     ","""CULTURE-ENT/LARYNX""","90.32"
"3308","9033 ","206","Bacter smear     ","""C & S-ENT/LARYNX""","90.33"
"3309","9034 ","206","Bacter smear     ","""PARASITOLOGY-ENT/LARYNX""","90.34"
"3310","9035 ","206","Bacter smear     ","""TOXICOLOGY-ENT/LARYNX""","90.35"
"3311","9036 ","206","Bacter smear     ","""CELL BLOCK/PAP-ENT/LARYN""","90.36"
"3312","9039 ","206","Bacter smear     ","""MICRO EXAM-ENT/LARYN NEC""","90.39"
"3313","9041 ","206","Bacter smear     ","""BACT SMEAR-LOWER RESP""","90.41"
"3314","9042 ","206","Bacter smear     ","""CULTURE-LOWER RESP""","90.42"
"3315","9043 ","206","Bacter smear     ","""C & S-LOWER RESP""","90.43"
"3316","9044 ","206","Bacter smear     ","""PARASITOLOGY-LOWER RESP""","90.44"
"3317","9045 ","206","Bacter smear     ","""TOXICOLOGY-LOWER RESP""","90.45"
"3318","9046 ","206","Bacter smear     ","""CELL BLOCK/PAP-LOWR RESP""","90.46"
"3319","9049 ","206","Bacter smear     ","""MICRO EXAM-LOWR RESP NEC""","90.49"
"3320","9051 ","206","Bacter smear     ","""BACT SMEAR-BLOOD""","90.51"
"3321","9052 ","206","Bacter smear     ","""CULTURE-BLOOD""","90.52"
"3322","9053 ","206","Bacter smear     ","""C & S-BLOOD""","90.53"
"3323","9054 ","206","Bacter smear     ","""PARASITOLOGY-BLOOD""","90.54"
"3324","9055 ","206","Bacter smear     ","""TOXICOLOGY-BLOOD""","90.55"
"3325","9056 ","206","Bacter smear     ","""CELL BLOCK/PAP-BLOOD""","90.56"
"3326","9059 ","206","Bacter smear     ","""MICRO EXAM-BLOOD NEC""","90.59"
"3327","9061 ","206","Bacter smear     ","""BACT SMEAR-SPLEEN/MARROW""","90.61"
"3328","9062 ","206","Bacter smear     ","""CULTURE-SPLEEN/MARROW""","90.62"
"3329","9063 ","206","Bacter smear     ","""C & S-SPLEEN/MARROW""","90.63"
"3330","9064 ","206","Bacter smear     ","""PARASITOL-SPLEEN/MARROW""","90.64"
"3331","9065 ","206","Bacter smear     ","""TOXICOLOGY-SPLEEN/MARROW""","90.65"
"3332","9066 ","206","Bacter smear     ","""CELL BLK/PAP-SPLEEN/MARR""","90.66"
"3333","9069 ","206","Bacter smear     ","""MICRO EXAM-SPLN/MARR NEC""","90.69"
"3334","9071 ","206","Bacter smear     ","""BACT SMEAR-LYMPH SYSTEM""","90.71"
"3335","9072 ","206","Bacter smear     ","""CULTURE-LYMPH SYSTEM""","90.72"
"3336","9073 ","206","Bacter smear     ","""C & S-LYMPH SYSTEM""","90.73"
"3337","9074 ","206","Bacter smear     ","""PARASITOLOGY-LYMPH SYS""","90.74"
"3338","9075 ","206","Bacter smear     ","""TOXICOLOGY-LYMPH SYSTEM""","90.75"
"3339","9076 ","206","Bacter smear     ","""CELL BLK/PAP-LYMPH SYS""","90.76"
"3340","9079 ","206","Bacter smear     ","""MICRO EXAM-LYMPH SYS NEC""","90.79"
"3341","9081 ","206","Bacter smear     ","""BACT SMEAR-UPPER GI""","90.81"
"3342","9082 ","206","Bacter smear     ","""CULTURE-UPPER GI""","90.82"
"3343","9083 ","206","Bacter smear     ","""C & S-UPPER GI""","90.83"
"3344","9084 ","206","Bacter smear     ","""PARASITOLOGY-UPPER GI""","90.84"
"3345","9085 ","206","Bacter smear     ","""TOXICOLOGY-UPPER GI""","90.85"
"3346","9086 ","206","Bacter smear     ","""CELL BLK/PAP-UPPER GI""","90.86"
"3347","9089 ","206","Bacter smear     ","""MICRO EXAM-UPPER GI NEC""","90.89"
"3348","9091 ","206","Bacter smear     ","""BACT SMEAR-LOWER GI""","90.91"
"3349","9092 ","206","Bacter smear     ","""CULTURE-LOWER GI""","90.92"
"3350","9093 ","206","Bacter smear     ","""C & S-LOWER GI""","90.93"
"3351","9094 ","206","Bacter smear     ","""PARASITOLOGY-LOWER GI""","90.94"
"3352","9095 ","206","Bacter smear     ","""TOXICOLOGY-LOWER GI""","90.95"
"3353","9096 ","206","Bacter smear     ","""CELL BLK/PAP-LOWER GI""","90.96"
"3354","9099 ","206","Bacter smear     ","""MICRO EXAM-LOWER GI NEC""","90.99"
"3355","9101 ","206","Bacter smear     ","""BACT SMEAR-BILI/PANCREAS""","91.01"
"3356","9102 ","206","Bacter smear     ","""CULTURE-BILI/PANCREAS""","91.02"
"3357","9103 ","206","Bacter smear     ","""C & S-BILI/PANCREAS""","91.03"
"3358","9104 ","206","Bacter smear     ","""PARASITOLOGY-BILI/PANCR""","91.04"
"3359","9105 ","206","Bacter smear     ","""TOXICOLOGY-BILI/PANCREAS""","91.05"
"3360","9106 ","206","Bacter smear     ","""CELL BLK/PAP-BILI/PANCRE""","91.06"
"3361","9109 ","206","Bacter smear     ","""MICRO EXAM-BILI/PANC NEC""","91.09"
"3362","9111 ","206","Bacter smear     ","""BACT SMEAR-PERITONEUM""","91.11"
"3363","9112 ","206","Bacter smear     ","""CULTURE-PERITONEUM""","91.12"
"3364","9113 ","206","Bacter smear     ","""C & S-PERITONEUM""","91.13"
"3365","9114 ","206","Bacter smear     ","""PARASITOLOGY-PERITONEUM""","91.14"
"3366","9115 ","206","Bacter smear     ","""TOXICOLOGY-PERITONEUM""","91.15"
"3367","9116 ","206","Bacter smear     ","""CELL BLK/PAP-PERITONEUM""","91.16"
"3368","9119 ","206","Bacter smear     ","""MICRO EXAM-PERITON NEC""","91.19"
"3369","9121 ","206","Bacter smear     ","""BACT SMEAR-UPPER URINARY""","91.21"
"3370","9122 ","206","Bacter smear     ","""CULTURE-UPPER URINARY""","91.22"
"3371","9123 ","206","Bacter smear     ","""C & S-UPPER URINARY""","91.23"
"3372","9124 ","206","Bacter smear     ","""PARASITOLOGY-UPPER URIN""","91.24"
"3373","9125 ","206","Bacter smear     ","""TOXICOLOGY-UPPER URINARY""","91.25"
"3374","9126 ","206","Bacter smear     ","""CELL BLK/PAP-UPPER URIN""","91.26"
"3375","9129 ","206","Bacter smear     ","""MICRO EXAM-UPPR URIN NEC""","91.29"
"3376","9131 ","206","Bacter smear     ","""BACT SMEAR-LOWER URINARY""","91.31"
"3377","9132 ","206","Bacter smear     ","""CULTURE-LOWER URINARY""","91.32"
"3378","9133 ","206","Bacter smear     ","""C & S-LOWER URINARY""","91.33"
"3379","9134 ","206","Bacter smear     ","""PARASITLOLGY-LOWER URIN""","91.34"
"3380","9135 ","206","Bacter smear     ","""TOXICOLOGY-LOWER URINARY""","91.35"
"3381","9136 ","206","Bacter smear     ","""CELL BLK/PAP-LOWER URIN""","91.36"
"3382","9139 ","206","Bacter smear     ","""MICRO EXAM-LOW URIN NEC""","91.39"
"3383","9141 ","206","Bacter smear     ","""BACT SMEAR-FEMALE GENIT""","91.41"
"3384","9142 ","206","Bacter smear     ","""CULTURE-FEMALE GENITAL""","91.42"
"3385","9143 ","206","Bacter smear     ","""C & S-FEMALE GENITAL""","91.43"
"3386","9144 ","206","Bacter smear     ","""PARASITOLOGY-FEMALE GEN""","91.44"
"3387","9145 ","206","Bacter smear     ","""TOXICOLOGY-FEMALE GENIT""","91.45"
"3388","9146 ","206","Bacter smear     ","""CELL BLK/PAP-FEMALE GEN""","91.46"
"3389","9149 ","206","Bacter smear     ","""MICRO EXAM-FEMAL GEN NEC""","91.49"
"3390","9151 ","206","Bacter smear     ","""BACT SMEAR-MUSCULOSKEL""","91.51"
"3391","9152 ","206","Bacter smear     ","""CULTURE-MUSCULOSKELETAL""","91.52"
"3392","9153 ","206","Bacter smear     ","""C & S-MUSCULOSKELETAL""","91.53"
"3393","9154 ","206","Bacter smear     ","""PARASITOLOGY-MUSCULOSKEL""","91.54"
"3394","9155 ","206","Bacter smear     ","""TOXICOLOGY-MUSCULOSKEL""","91.55"
"3395","9156 ","206","Bacter smear     ","""CELL BLK/PAP-MUSCULOSKEL""","91.56"
"3396","9159 ","206","Bacter smear     ","""MICRO EXAM-MUSCULOSK NEC""","91.59"
"3397","9161 ","206","Bacter smear     ","""BACT SMEAR-INTEGUMENT""","91.61"
"3398","9162 ","206","Bacter smear     ","""CULTURE-INTEGUMENT""","91.62"
"3399","9163 ","206","Bacter smear     ","""C & S-INTEGUMENT""","91.63"
"3400","9164 ","206","Bacter smear     ","""PARASITOLOGY-INTEGUMENT""","91.64"
"3401","9165 ","206","Bacter smear     ","""TOXICOLOGY-INTEGUMENT""","91.65"
"3402","9166 ","206","Bacter smear     ","""CELL BLK/PAP-INTEGUMENT""","91.66"
"3403","9169 ","206","Bacter smear     ","""MICRO EXAM-INTEGUMEN NEC""","91.69"
"3404","9171 ","206","Bacter smear     ","""BACT SMEAR-OP WOUND""","91.71"
"3405","9172 ","206","Bacter smear     ","""CULTURE-OP WOUND""","91.72"
"3406","9173 ","206","Bacter smear     ","""C & S-OP WOUND""","91.73"
"3407","9174 ","206","Bacter smear     ","""PARASITOLOGY-OP WOUND""","91.74"
"3408","9175 ","206","Bacter smear     ","""TOXICOLOGY-OP WOUND""","91.75"
"3409","9176 ","206","Bacter smear     ","""CELL BLK/PAP-OP WOUND""","91.76"
"3410","9179 ","206","Bacter smear     ","""MICRO EXAM-OP WOUND NEC""","91.79"
"3411","9181 ","206","Bacter smear     ","""BACT SMEAR NEC""","91.81"
"3412","9182 ","206","Bacter smear     ","""CULTURE NEC""","91.82"
"3413","9183 ","206","Bacter smear     ","""C & S NEC""","91.83"
"3414","9184 ","206","Bacter smear     ","""PARASITOLOGY NEC""","91.84"
"3415","9185 ","206","Bacter smear     ","""TOXICOLOGY NEC""","91.85"
"3416","9186 ","206","Bacter smear     ","""CELL BLK/PAP NEC""","91.86"
"3417","9189 ","206","Bacter smear     ","""MICRO EXAM NEC""","91.89"
"3418","9191 ","206","Bacter smear     ","""BACT SMEAR NOS""","91.91"
"3419","9192 ","206","Bacter smear     ","""CULTURE NOS""","91.92"
"3420","9193 ","206","Bacter smear     ","""C & S NOS""","91.93"
"3421","9194 ","206","Bacter smear     ","""PARASITOLOGY NOS""","91.94"
"3422","9195 ","206","Bacter smear     ","""TOXICOLOGY NOS""","91.95"
"3423","9196 ","206","Bacter smear     ","""CELL BLK/PAP NOS""","91.96"
"3424","9199 ","206","Bacter smear     ","""MICRO EXAM NOS""","91.99"
"3425","9214 ","207","Nuclear img bone ","""BONE SCAN""","92.14"
"3426","9215 ","208","Nuclear img pulm ","""PULMONARY SCAN""","92.15"
"3427","9201 ","209","Non img nuc probe","""THYROID SCAN/ISOTOP FUNC""","92.01"
"3428","9202 ","209","Non img nuc probe","""LIVER SCAN/ISOTOPE FUNCT""","92.02"
"3429","9203 ","209","Non img nuc probe","""RENAL SCAN/ISOTOPE FUNCT""","92.03"
"3430","9204 ","209","Non img nuc probe","""GI SCAN & ISOTOPE FUNCT""","92.04"
"3431","9205 ","209","Non img nuc probe","""C-VASC SCAN/ISOTOP FUNCT""","92.05"
"3432","9209 ","209","Non img nuc probe","""OTHER ISOTOPE FUNCTION""","92.09"
"3433","9211 ","210","Oth nuclear image","""CEREBRAL SCAN""","92.11"
"3434","9212 ","210","Oth nuclear image","""HEAD SCAN NEC""","92.12"
"3435","9213 ","210","Oth nuclear image","""PARATHYROID SCAN""","92.13"
"3436","9216 ","210","Oth nuclear image","""LYMPHATIC SYSTEM SCAN""","92.16"
"3437","9217 ","210","Oth nuclear image","""PLACENTAL SCAN""","92.17"
"3438","9218 ","210","Oth nuclear image","""TOTAL BODY SCAN""","92.18"
"3439","9219 ","210","Oth nuclear image","""SCAN OF OTHER SITES""","92.19"
"3440","9220 ","211","Radiation therapy","""INF LIQUID BRACHY ISOTOP (Begin 2005)""","92.20"
"3441","9221 ","211","Radiation therapy","""SUPERFICIAL RADIATION""","92.21"
"3442","9222 ","211","Radiation therapy","""ORTHOVOLTAGE RADIATION""","92.22"
"3443","9223 ","211","Radiation therapy","""RADIOISOT TELERADIOTHER""","92.23"
"3444","9224 ","211","Radiation therapy","""TELERADIO (PROTONS) (Begin 1991)""","92.24"
"3445","9225 ","211","Radiation therapy","""ELECTRON TELERADIOTHERAP""","92.25"
"3446","9226 ","211","Radiation therapy","""PARTICUL TELERADIOTH NEC""","92.26"
"3447","9227 ","211","Radiation therapy","""RADIOACTIVE ELEM IMPLANT""","92.27"
"3448","9228 ","211","Radiation therapy","""ISOTOPE INJECT/INSTILL""","92.28"
"3449","9229 ","211","Radiation therapy","""RADIOTHERAPEUT PROC NEC""","92.29"
"3450","9241 ","211","Radiation therapy","""INTRA-OP ELECTRON RAD RX (Begin 2007)""","92.41"
"3451","9301 ","212","Dx PT            ","""FUNCTIONAL PT EVALUATION""","93.01"
"3452","9302 ","212","Dx PT            ","""ORTHOTIC EVALUATION""","93.02"
"3453","9303 ","212","Dx PT            ","""PROSTHETIC EVALUATION""","93.03"
"3454","9304 ","212","Dx PT            ","""MANUAL MUSCLE FUNCT TEST""","93.04"
"3455","9305 ","212","Dx PT            ","""RANGE OF MOTION TESTING""","93.05"
"3456","9306 ","212","Dx PT            ","""LIMB LENGTH MEASUREMENT""","93.06"
"3457","9307 ","212","Dx PT            ","""BODY MEASUREMENT""","93.07"
"3458","9308 ","212","Dx PT            ","""ELECTROMYOGRAPHY""","93.08"
"3459","9309 ","212","Dx PT            ","""OTHER DX PT PROCEDURE""","93.09"
"3460","9311 ","213","PT               ","""ASSISTING EXERCISE""","93.11"
"3461","9312 ","213","PT               ","""ACTIV MUSCULOSK EXER NEC""","93.12"
"3462","9313 ","213","PT               ","""RESISTIVE EXERCISE""","93.13"
"3463","9314 ","213","PT               ","""JOINT MOVEMENT TRAINING""","93.14"
"3464","9315 ","213","PT               ","""MOBILIZATION OF SPINE""","93.15"
"3465","9316 ","213","PT               ","""OTHER JOINT MOBILIZATION""","93.16"
"3466","9317 ","213","PT               ","""PASS MUSCULOSK EXER NEC""","93.17"
"3467","9318 ","213","PT               ","""PT BREATHING EXERCISE""","93.18"
"3468","9319 ","213","PT               ","""PT EXERCISE NEC""","93.19"
"3469","9321 ","213","PT               ","""MANUAL & MECHAN TRACTION""","93.21"
"3470","9322 ","213","PT               ","""AMBULAT & GAIT TRAINING""","93.22"
"3471","9323 ","213","PT               ","""ORTHOTIC DEVICE FITTING""","93.23"
"3472","9324 ","213","PT               ","""PROSTHET/ORTHOT TRAINING""","93.24"
"3473","9325 ","213","PT               ","""FORCED LIMB EXTENSION""","93.25"
"3474","9326 ","213","PT               ","""MANUAL RUPT JOINT ADHES""","93.26"
"3475","9327 ","213","PT               ","""MUSC OR TEND STRETCHING""","93.27"
"3476","9328 ","213","PT               ","""STRETCHING OF FASCIA""","93.28"
"3477","9329 ","213","PT               ","""FORCIB CORRECT DEFOR NEC""","93.29"
"3478","9331 ","213","PT               ","""ASSISTED POOL EXERCISE""","93.31"
"3479","9332 ","213","PT               ","""WHIRLPOOL TREATMENT""","93.32"
"3480","9333 ","213","PT               ","""OTHER HYDROTHERAPY""","93.33"
"3481","9334 ","213","PT               ","""DIATHERMY""","93.34"
"3482","9335 ","213","PT               ","""OTHER HEAT THERAPY""","93.35"
"3483","9336 ","213","PT               ","""CARDIAC RETRAINING""","93.36"
"3484","9337 ","213","PT               ","""PRENATAL TRAINING""","93.37"
"3485","9338 ","213","PT               ","""COMBINED PT NOS""","93.38"
"3486","9339 ","213","PT               ","""PHYSICAL THERAPY NEC""","93.39"
"3487","9341 ","214","Traction         ","""SPINE TRACT W SKULL DEV""","93.41"
"3488","9342 ","214","Traction         ","""OTHER SPINAL TRACTION""","93.42"
"3489","9343 ","214","Traction         ","""INTERMITT SKEL TRACTION""","93.43"
"3490","9344 ","214","Traction         ","""OTHER SKELETAL TRACTION""","93.44"
"3491","9345 ","214","Traction         ","""THOMAS SPLINT TRACTION""","93.45"
"3492","9346 ","214","Traction         ","""LIMB SKIN TRACTION NEC""","93.46"
"3493","9351 ","214","Traction         ","""PLASTER JACKET APPLICAT""","93.51"
"3494","9352 ","214","Traction         ","""NECK SUPPORT APPLICATION""","93.52"
"3495","9353 ","214","Traction         ","""OTHER CAST APPLICATION""","93.53"
"3496","9354 ","214","Traction         ","""APPLICATION OF SPLINT""","93.54"
"3497","9355 ","214","Traction         ","""DENTAL WIRING""","93.55"
"3498","9356 ","214","Traction         ","""PRESSURE DRESSING APPLIC""","93.56"
"3499","9357 ","214","Traction         ","""DRESSING OF WOUND NEC""","93.57"
"3500","9358 ","214","Traction         ","""PRESSURE TROUSER APPLICA""","93.58"
"3501","9359 ","214","Traction         ","""IMMOBILIZ/WOUND ATTN NEC""","93.59"
"3502","9361 ","215","Ot PT/rehab      ","""OMT FOR GEN-L MOBILIZAT""","93.61"
"3503","9362 ","215","Ot PT/rehab      ","""OMT WITH HI-VEL;LO-AMPLI""","93.62"
"3504","9363 ","215","Ot PT/rehab      ","""OMT WITH LO-VEL;HI-AMPLI""","93.63"
"3505","9364 ","215","Ot PT/rehab      ","""OMT WITH ISOTON;ISOMETRI""","93.64"
"3506","9365 ","215","Ot PT/rehab      ","""OMT WITH INDIRECT FORCES""","93.65"
"3507","9366 ","215","Ot PT/rehab      ","""OMT TO MOVE TISSUE FLUID""","93.66"
"3508","9367 ","215","Ot PT/rehab      ","""OSTEOPATH MANIPULAT NEC""","93.67"
"3509","9371 ","215","Ot PT/rehab      ","""DYSLEXIA TRAINING""","93.71"
"3510","9372 ","215","Ot PT/rehab      ","""DYSPHASIA TRAINING""","93.72"
"3511","9373 ","215","Ot PT/rehab      ","""ESOPHAG SPEECH TRAINING""","93.73"
"3512","9374 ","215","Ot PT/rehab      ","""SPEECH DEFECT TRAINING""","93.74"
"3513","9375 ","215","Ot PT/rehab      ","""OTHER SPEECH THERAPY""","93.75"
"3514","9376 ","215","Ot PT/rehab      ","""TRAINING IN LEAD DOG USE""","93.76"
"3515","9377 ","215","Ot PT/rehab      ","""BRAILLE OR MOON TRAINING""","93.77"
