
"Drug Catalog","Generic Drug Name",
"topical acne agents","resorcinol-sulfur topical",
"topical acne agents","salicylic acid topical",
"topical acne agents","tetracycline topical",
"topical acne agents","tretinoin topical",
"topical agents","acetic acid-aluminum acetate otic",
"topical agents","acetic acid-desonide otic",
"topical agents","acetic acid-hydrocortisone otic",
"topical agents","acetic acid otic",
"topical agents","acetic acid topical",
"topical agents","acetic/antipyrine/benzocaine/polycos otic",
"topical agents","acetylcholine ophthalmic",
"topical agents","acyclovir-hydrocortisone topical",
"topical agents","acyclovir topical",
"topical agents","adapalene-benzoyl peroxide topical",
"topical agents","adapalene topical",
"topical agents","aflibercept ophthalmic",
"topical agents","alcaftadine ophthalmic",
"topical agents","alclometasone topical",
"topical agents","aldioxa-chloroxylenol topical",
"topical agents","alitretinoin topical",
"topical agents","allantoin/camphor/phenol topical",
"topical agents","allantoin topical",
"topical agents","aloe/collagen/lidocai/Na hyaluronate topical",
"topical agents","aloe polysaccharides/HC/iodoquinol topical",
"topical agents","aloe polysaccharides-iodoquinol topical",
"topical agents","aloe vera/collagen/lidocaine topical",
"topical agents","aloe vera topical",
"topical agents","AlOH/diphenhyd/lidocaine/MgOH/simeth topical",
"topical agents","aluminum acetate topical",
"topical agents","aluminum chloride hexahydrate topical",
"topical agents","aluminum sulfate-calcium acetate topical",
"topical agents","aluminum sulfate topical",
"topical agents","amcinonide topical",
"topical agents","amino acids-urea topical",
"topical agents","aminolevulinic acid topical",
"topical agents","amlexanox topical",
"topical agents","ammoniated mercury-salicylic acid topical",
"topical agents","ammoniated mercury topical",
"topical agents","ammonium lactate-halobetasol topical",
"topical agents","ammonium lactate-mometasone topical",
"topical agents","ammonium lactate-pramoxine topical",
"topical agents","ammonium lactate topical",
"topical agents","ammonium lactate-urea topical",
"topical agents","amphotericin B topical",
"topical agents","antazoline-naphazoline ophthalmic",
"topical agents","anthralin topical",
"topical agents","antipyrine-benzocaine otic",
"topical agents","antipyrine/benzocaine/phenylephrine otic",
"topical agents","antipyrine/benzocaine/zinc acetate otic",
"topical agents","antipyrine otic",
"topical agents","apraclonidine ophthalmic",
"topical agents","arnica topical",
"topical agents","atropine ophthalmic",
"topical agents","azelaic acid topical",
"topical agents","azelastine-fluticasone nasal",
"topical agents","azelastine nasal",
"topical agents","azelastine ophthalmic",
"topical agents","azithromycin ophthalmic",
"topical agents","bacitracin/diperodon/neomycin/polymyxin B top",
"topical agents","bacitracin/HC/neomycin/polymyxin B ophthalmic",
"topical agents","bacitracin/HC/neomycin/polymyxin B topical",
"topical agents","bacitracin/lidocaine/neomycin/polymyxin B top",
"topical agents","bacitracin/neomycin/polymyxin B ophthalmic",
"topical agents","bacitracin/neomycin/polymyxin B/pramoxine top",
"topical agents","bacitracin/neomycin/polymyxin B topical",
"topical agents","bacitracin ophthalmic",
"topical agents","bacitracin-polymyxin B ophthalmic",
"topical agents","bacitracin/polymyxin B/pramoxine topical",
"topical agents","bacitracin-polymyxin B topical",
"topical agents","bacitracin topical",
"topical agents","bacitracin-zinc oxide topical",
"topical agents","baclofen/flurbiprofen/lidocaine topical",
"topical agents","balsam Peru/benzyl benzoate/bismuth/Zn oxide",
"topical agents","balsam Peru-castor oil topical",
"topical agents","balsam Peru/castor oil/trypsin topical",
"topical agents","balsam Peru topical",
"topical agents","becaplermin topical",
"topical agents","beclomethasone nasal",
"topical agents","benoxinate-fluorescein ophthalmic",
"topical agents","bentoquatam topical",
"topical agents","benzalkonium chloride-benzocaine topical",
"topical agents","benzalkonium chloride-lidocaine topical",
"topical agents","benzalkonium chloride-menthol topical",
"topical agents","benzalkonium chloride-pramoxine topical",
"topical agents","benzalkonium chloride topical",
"topical agents","benzethonium chloride-benzocaine topical",
"topical agents","benzethonium chloride-lidocaine topical",
"topical agents","benzocaine/butamben/tetracaine topical",
"topical agents","benzocaine/cetylpyridinium/menthol topical",
"topical agents","benzocaine/cetylpyridinium/ment/zinc topical",
"topical agents","benzocaine-cetylpyridinium topical",
"topical agents","benzocaine/chloroxylenol/hydrocortisone otic",
"topical agents","benzocaine-chloroxylenol topical",
"topical agents","benzocaine-dextromethorphan",
"topical agents","benzocaine-isopropyl alcohol topical",
"topical agents","benzocaine-menthol topical",
"topical agents","benzocaine otic",
"topical agents","benzocaine/phenol/povidone iodine topical",
"topical agents","benzocaine/phenylephrine/PPA",
"topical agents","benzocaine-resorcinol topical",
"topical agents","benzocaine topical",
"topical agents","benzocaine-zinc chloride topical",
"topical agents","benzoic acid-salicylic acid topical",
"topical agents","benzoin topical",
"topical agents","benzoyl peroxide/clindamycin/hyaluron topical",
"topical agents","benzoyl peroxide-clindamycin topical",
"topical agents","benzoyl peroxide-erythromycin topical",
"topical agents","benzoyl peroxide-hydrocortisone topical",
"topical agents","benzoyl peroxide-salicylic acid topical",
"topical agents","benzoyl peroxide-sodium hyaluronate topical",
"topical agents","benzoyl peroxide-sulfur topical",
"topical agents","benzoyl peroxide topical",
"topical agents","benzoyl peroxide-urea topical",
"topical agents","benzyl alcohol topical",
"topical agents","benzyl alcohol-zinc acetate topical",
"topical agents","benzyl benzoate topical",
"topical agents","bepotastine ophthalmic",
"topical agents","besifloxacin ophthalmic",
"topical agents","betamethasone-calcipotriene topical",
"topical agents","betamethasone-clotrimazole topical",
"topical agents","betamethasone topical",
"topical agents","betaxolol ophthalmic",
"topical agents","bexarotene topical",
"topical agents","bimatoprost ophthalmic",
"topical agents","bimatoprost topical ophthalmic",
"topical agents","bismuth formic iodide topical",
"topical agents","boric acid ophthalmic",
"topical agents","boric acid otic",
"topical agents","boric acid topical",
"topical agents","brimonidine-brinzolamide ophthalmic",
"topical agents","brimonidine ophthalmic",
"topical agents","brimonidine-timolol ophthalmic",
"topical agents","brimonidine topical",
"topical agents","brinzolamide ophthalmic",
"topical agents","bromfenac ophthalmic",
"topical agents","budesonide nasal",
"topical agents","butamben topical",
"topical agents","butenafine topical",
"topical agents","butoconazole topical",
"topical agents","cadexomer iodine topical",
"topical agents","calamine-diphenhydrAMINE topical",
"topical agents","calamine-pramoxine topical",
"topical agents","calamine topical",
"topical agents","calamine-zinc oxide topical",
"topical agents","calcipotriene topical",
"topical agents","calcitriol topical",
"topical agents","calcium hydroxide topical",
"topical agents","camphor/eucalyptus/menthol topical",
"topical agents","camphor-menthol topical",
"topical agents","camphor-phenol topical",
"topical agents","camphor topical",
"topical agents","capsaicin/lidocaine/menthol/methyl salic top",
"topical agents","capsaicin/lidocaine/menthol topical",
"topical agents","capsaicin/menthol/methyl salicylate topical",
"topical agents","capsaicin-menthol topical",
"topical agents","capsaicin topical",
"topical agents","carbachol ophthalmic",
"topical agents","carbamide peroxide otic",
"topical agents","carbamide peroxide topical",
"topical agents","carboxymethylcellulose-sodium hyaluronate",
"topical agents","carteolol ophthalmic",
"topical agents","cetylpyridinium topical",
"topical agents","chloramphenicol/fibrinolys/desoxyribo topical",
"topical agents","chloramphenicol/HC/polymyxin B ophthalmic",
"topical agents","chloramphenicol ophthalmic",
"topical agents","chloramphenicol otic",
"topical agents","chlorcyclizine-hydrocortisone topical",
"topical agents","chlorcyclizine topical",
"topical agents","chlorhexidine topical",
"topical agents","chlorophyllin copper com/papain/urea topical",
"topical agents","chlorophyllin copper complex topical",
"topical agents","chloroxine topical",
"topical agents","chloroxylenol/hydrocortisone/pramoxine otic",
"topical agents","chloroxylenol-lidocaine topical",
"topical agents","chloroxylenol-pramoxine otic",
"topical agents","chloroxylenol/pramoxine/zinc acetate otic",
"topical agents","chloroxylenol topical",
"topical agents","chloroxylenol-undecylenic acid topical",
"topical agents","chlortetracycline ophthalmic",
"topical agents","chymotrypsin ophthalmic",
"topical agents","ciclesonide nasal",
"topical agents","ciclopirox topical",
"topical agents","ciprofloxacin-dexamethasone otic",
"topical agents","ciprofloxacin-hydrocortisone otic",
"topical agents","ciprofloxacin ophthalmic",
"topical agents","ciprofloxacin otic",
"topical agents","citric acid/gluconodelta-lactone/Mg carbonate",
"topical agents","clindamycin topical",
"topical agents","clindamycin-tretinoin topical",
"topical agents","clioquinol/hydrocortisone/pramoxine topical",
"topical agents","clioquinol-hydrocortisone topical",
"topical agents","clioquinol topical",
"topical agents","clobetasol-coal tar topical",
"topical agents","clobetasol topical",
"topical agents","clocortolone topical",
"topical agents","clotrimazole",
"topical agents","clotrimazole topical",
"topical agents","coal tar/lactic acid/salicylic acid topical",
"topical agents","coal tar/salicylic acid/sulfur topical",
"topical agents","coal tar-salicylic acid topical",
"topical agents","coal tar topical",
"topical agents","cocaine topical",
"topical agents","colistin/HC/neomycin/thonzonium otic",
"topical agents","colistin sulfate otic",
"topical agents","collagenase topical",
"topical agents","collagen topical",
"topical agents","colloidal oatmeal topical",
"topical agents","conjugated estrogens topical",
"topical agents","copper",
"topical agents","corn starch topical",
"topical agents","cromolyn nasal",
"topical agents","cromolyn ophthalmic",
"topical agents","crotamiton topical",
"topical agents","cyclopentolate ophthalmic",
"topical agents","cyclopentolate-phenylephrine ophthalmic",
"topical agents","cycloSPORINE ophthalmic",
"topical agents","dapiprazole ophthalmic",
"topical agents","dapsone topical",
"topical agents","demecarium bromide ophthalmic",
"topical agents","desonide topical",
"topical agents","desoximetasone topical",
"topical agents","dexamethasone nasal",
"topical agents","dexamethasone-neomycin ophthalmic",
"topical agents","dexamethasone/neomycin/polymyxin B ophthalmic",
"topical agents","dexamethasone-neomycin topical",
"topical agents","dexamethasone ophthalmic",
"topical agents","dexamethasone-tobramycin ophthalmic",
"topical agents","dexamethasone topical",
"topical agents","dexpanthenol topical",
"topical agents","dextranomer topical",
"topical agents","dibucaine topical",
"topical agents","dichloroacetic acid topical",
"topical agents","dichlorotetrafluorethane-ethyl Cl topical",
"topical agents","diclofenac-fluorouracil topical",
"topical agents","diclofenac ophthalmic",
"topical agents","diclofenac topical",
"topical agents","dienestrol topical",
"topical agents","diflorasone topical",
"topical agents","difluprednate ophthalmic",
"topical agents","dihydroxyacetone topical",
"topical agents","dimethyl sulfoxide topical",
"topical agents","diosmiplex/hydrocortisone/pramoxine topical",
"topical agents","diphenhydrAMINE/HC/nystatin/TCN topical",
"topical agents","diphenhydrAMINE/HC/nystatin topical",
"topical agents","diphenhydrAMINE-hydrocortisone topical",
"topical agents","diphenhydrAMINE/lidocaine/nystatin topical",
"topical agents","diphenhydrAMINE topical",
"topical agents","diphenhydrAMINE-tripelennamine topical",
"topical agents","diphenhydrAMINE-zinc acetate topical",
"topical agents","dipivefrin ophthalmic",
"topical agents","dipotassium oxalate topical",
"topical agents","docosanol topical",
"topical agents","dorzolamide ophthalmic",
"topical agents","dorzolamide-timolol ophthalmic",
"topical agents","doxepin topical",
"topical agents","doxycycline topical",
"topical agents","dyclonine topical",
"topical agents","echothiophate iodide ophthalmic",
"topical agents","econazole topical",
"topical agents","efinaconazole topical",
"topical agents","eflornithine topical",
"topical agents","emedastine ophthalmic",
"topical agents","emollients, topical",
"topical agents","ePHEDrine nasal",
"topical agents","epinastine ophthalmic",
"topical agents","EPINEPHrine/lidocaine/tetracaine topical",
"topical agents","EPINEPHrine ophthalmic",
"topical agents","EPINEPHrine-pilocarpine ophthalmic",
"topical agents","EPINEPHrine topical",
"topical agents","erythromycin ophthalmic",
"topical agents","erythromycin topical",
"topical agents","estradiol topical",
"topical agents","ethanol topical",
"topical agents","ethyl chloride topical",
"topical agents","fibrinolysin and desoxyribonuclease topical",
"topical agents","flunisolide nasal",
"topical agents","fluocinolone/hydroquinone/tretinoin topical",
"topical agents","fluocinolone-neomycin topical",
"topical agents","fluocinolone ophthalmic",
"topical agents","fluocinolone otic",
"topical agents","fluocinolone topical",
"topical agents","fluocinonide topical",
"topical agents","fluorescein",
"topical agents","fluorescein ophthalmic",
"topical agents","fluorescein-proparacaine ophthalmic",
"topical agents","fluoromethane topical",
"topical agents","fluorometholone ophthalmic",
"topical agents","fluorometholone-sulfacetamide sodium ophth",
"topical agents","fluorouracil topical",
"topical agents","flurandrenolide topical",
"topical agents","flurbiprofen ophthalmic",
"topical agents","fluticasone nasal",
"topical agents","fluticasone topical",
"topical agents","formaldehyde topical",
"topical agents","ganciclovir ophthalmic",
"topical agents","gatifloxacin ophthalmic",
"topical agents","gentamicin ophthalmic",
"topical agents","gentamicin-prednisoLONE ophthalmic",
"topical agents","gentamicin topical",
"topical agents","gentian violet topical",
"topical agents","glucose ophthalmic",
"topical agents","glycerin ophthalmic",
"topical agents","glycerin otic",
"topical agents","glycerin-phenol topical",
"topical agents","glycerin topical",
"topical agents","glycerin-witch hazel topical",
"topical agents","glycine irrigation",
"topical agents","gramicidin/neomycin/polymyxin B ophthalmic",
"topical agents","halcinonide topical",
"topical agents","halobetasol topical",
"topical agents","haloprogin topical",
"topical agents","hexachlorophene topical",
